manifest_version,item_id,lighting_type,classification_basis,verification_status,source,source_group,catalog,canonical_category_zh,name_en,name_zh,width_cm,depth_cm,height_cm,glb_url,thumbnail_url,image_url_side,image_url_angle_45,object_key,checksum,checksum_algo,license,style_primary,style_secondary
1.0,abo-table-lamps-04-rivet-l-mpara-de-mesa-de-hormig-n-moderno-15-h-con-foco-color-gris,table,分類「檯燈」,verified,abo,non-IKEA,abo_furniture,檯燈,"Rivet Lámpara de mesa de hormigón moderno, 15""H, con foco, color gris","桌燈 - Rivet Lámpara de mesa de hormigón moderno, 15""H, con foco, color gris",22.90,22.90,38.00,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-table-lamps-04-rivet-l-mpara-de-mesa-de-hormig-n-moderno-15-h-con-foco-color-gris.glb,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/front/ABO-lighting/ABO-table-lamps/abo-table-lamps-04-rivet-l-mpara-de-mesa-de-hormig-n-moderno-15-h-con-foco-color-gris.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/side/ABO-lighting/ABO-table-lamps/abo-table-lamps-04-rivet-l-mpara-de-mesa-de-hormig-n-moderno-15-h-con-foco-color-gris.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/angle-45/ABO-lighting/ABO-table-lamps/abo-table-lamps-04-rivet-l-mpara-de-mesa-de-hormig-n-moderno-15-h-con-foco-color-gris.png,models/abo/furniture/abo-table-lamps-04-rivet-l-mpara-de-mesa-de-hormig-n-moderno-15-h-con-foco-color-gris.glb,e7cfc77400702b87efdc0466d978265f,s3-etag,catalog-origin,modern,minimalist
1.0,abo-table-lamps-05-amazon-brand-ravenna-home-faux-wood-table-lamp-bulb-included-18-h-white,table,分類「檯燈」,verified,abo,non-IKEA,abo_furniture,檯燈,"Amazon Brand – Ravenna Home Faux Wood Table Lamp, Bulb Included, 18""H, White",Amazon 品牌 - Ravenna Home 仿木檯燈，包括燈泡，18 英寸高，白色,23.50,23.50,36.20,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-table-lamps-05-amazon-brand-ravenna-home-faux-wood-table-lamp-bulb-included-18-h-white.glb,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/front/ABO-lighting/ABO-table-lamps/abo-table-lamps-05-amazon-brand-ravenna-home-faux-wood-table-lamp-bulb-included-18-h-white.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/side/ABO-lighting/ABO-table-lamps/abo-table-lamps-05-amazon-brand-ravenna-home-faux-wood-table-lamp-bulb-included-18-h-white.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/angle-45/ABO-lighting/ABO-table-lamps/abo-table-lamps-05-amazon-brand-ravenna-home-faux-wood-table-lamp-bulb-included-18-h-white.png,models/abo/furniture/abo-table-lamps-05-amazon-brand-ravenna-home-faux-wood-table-lamp-bulb-included-18-h-white.glb,2d5cc9eb3e9abe24989f7ad2a742634d,s3-etag,catalog-origin,american_classic,minimalist
1.0,abo-table-lamps-06-rivet-modern-wave-table-lamp-with-bulb-15-0-x-15-0-x-23-25-black,table,分類「檯燈」,verified,abo,non-IKEA,abo_furniture,檯燈,"Rivet Modern Wave Table Lamp with Bulb, 15.0"" x 15.0"" x 23.25"", Black","桌燈 - Rivet Modern Wave Table Lamp with Bulb, 15.0"" x 15.0"" x 23.25"", Black",37.50,37.60,59.40,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-table-lamps-06-rivet-modern-wave-table-lamp-with-bulb-15-0-x-15-0-x-23-25-black.glb,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/front/ABO-lighting/ABO-table-lamps/abo-table-lamps-06-rivet-modern-wave-table-lamp-with-bulb-15-0-x-15-0-x-23-25-black.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/side/ABO-lighting/ABO-table-lamps/abo-table-lamps-06-rivet-modern-wave-table-lamp-with-bulb-15-0-x-15-0-x-23-25-black.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/angle-45/ABO-lighting/ABO-table-lamps/abo-table-lamps-06-rivet-modern-wave-table-lamp-with-bulb-15-0-x-15-0-x-23-25-black.png,models/abo/furniture/abo-table-lamps-06-rivet-modern-wave-table-lamp-with-bulb-15-0-x-15-0-x-23-25-black.glb,3eb172bc4954d6ab6d08fc8ba712394c,s3-etag,catalog-origin,modern,contemporary
1.0,abo-table-lamps-07-amazon-brand-ravenna-home-round-base-floor-lamp-with-led-light-bulb-58-h-dark-bronze,table,分類「檯燈」,verified,abo,non-IKEA,abo_furniture,檯燈,"Amazon Brand – Ravenna Home Round Base Floor Lamp with LED Light Bulb, 58""H, Dark Bronze","Ravenna 家用檯燈，帶圓形底座, 21940-000",28.60,28.60,146.20,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-table-lamps-07-amazon-brand-ravenna-home-round-base-floor-lamp-with-led-light-bulb-58-h-dark-bronze.glb,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/front/ABO-lighting/ABO-table-lamps/abo-table-lamps-07-amazon-brand-ravenna-home-round-base-floor-lamp-with-led-light-bulb-58-h-dark-bronze.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/side/ABO-lighting/ABO-table-lamps/abo-table-lamps-07-amazon-brand-ravenna-home-round-base-floor-lamp-with-led-light-bulb-58-h-dark-bronze.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/angle-45/ABO-lighting/ABO-table-lamps/abo-table-lamps-07-amazon-brand-ravenna-home-round-base-floor-lamp-with-led-light-bulb-58-h-dark-bronze.png,models/abo/furniture/abo-table-lamps-07-amazon-brand-ravenna-home-round-base-floor-lamp-with-led-light-bulb-58-h-dark-bronze.glb,f77969a8fe233e4244dd1f86743b588e,s3-etag,catalog-origin,minimalist,contemporary
1.0,abo-table-lamps-08-amazonbasics-rivet-contemporary-ceramic-base-with-fabric-drum-shade-table-lamp-19-25-h-black,table,分類「檯燈」,verified,abo,non-IKEA,abo_furniture,檯燈,"AmazonBasics Rivet Contemporary Ceramic Base with Fabric Drum Shade Table Lamp, 19.25""H, Black","桌燈 - AmazonBasics Rivet Contemporary Ceramic Base with Fabric Drum Shade Table Lamp, 19.25""H, Black",30.30,30.20,48.80,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-table-lamps-08-amazonbasics-rivet-contemporary-ceramic-base-with-fabric-drum-shade-table-lamp-19-25-h-black.glb,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/front/ABO-lighting/ABO-table-lamps/abo-table-lamps-08-amazonbasics-rivet-contemporary-ceramic-base-with-fabric-drum-shade-table-lamp-19-25-h-black.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/side/ABO-lighting/ABO-table-lamps/abo-table-lamps-08-amazonbasics-rivet-contemporary-ceramic-base-with-fabric-drum-shade-table-lamp-19-25-h-black.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/angle-45/ABO-lighting/ABO-table-lamps/abo-table-lamps-08-amazonbasics-rivet-contemporary-ceramic-base-with-fabric-drum-shade-table-lamp-19-25-h-black.png,models/abo/furniture/abo-table-lamps-08-amazonbasics-rivet-contemporary-ceramic-base-with-fabric-drum-shade-table-lamp-19-25-h-black.glb,2ba3c39afd49dd2fa816df74a7326600,s3-etag,catalog-origin,contemporary,minimalist
1.0,abo-table-lamps-09-stone-beam-leland-modern-textured-table-lamp-with-bulb-24-5-h-grey,table,分類「檯燈」,verified,abo,non-IKEA,abo_furniture,檯燈,"Stone & Beam Leland Modern Textured Table Lamp With Bulb, 24.5""H, Grey","床 - Stone & Beam Leland Modern Textured Table Lamp With Bulb, 24.5""H, Grey",36.60,36.70,60.90,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-table-lamps-09-stone-beam-leland-modern-textured-table-lamp-with-bulb-24-5-h-grey.glb,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/front/ABO-lighting/ABO-table-lamps/abo-table-lamps-09-stone-beam-leland-modern-textured-table-lamp-with-bulb-24-5-h-grey.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/side/ABO-lighting/ABO-table-lamps/abo-table-lamps-09-stone-beam-leland-modern-textured-table-lamp-with-bulb-24-5-h-grey.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/angle-45/ABO-lighting/ABO-table-lamps/abo-table-lamps-09-stone-beam-leland-modern-textured-table-lamp-with-bulb-24-5-h-grey.png,models/abo/furniture/abo-table-lamps-09-stone-beam-leland-modern-textured-table-lamp-with-bulb-24-5-h-grey.glb,020951364914d2358e32834070ba24f0,s3-etag,catalog-origin,contemporary,minimalist
1.0,abo-table-lamps-10-amazon-brand-ravenna-home-traditional-tall-metal-table-lamp-with-stacked-oval-accents-led-bulb-included-28-25-h-polished-nickel,table,分類「檯燈」,verified,abo,non-IKEA,abo_furniture,檯燈,"Amazon Brand – Ravenna Home Traditional Tall Metal Table Lamp with Stacked Oval Accents, LED Bulb Included, 28.25""H, Polished Nickel","桌燈 - Amazon Brand – Ravenna Home Traditional Tall Metal Table Lamp with Stacked Oval Accents, LED Bulb Included, 28.25""H, Polished Nickel",25.40,25.40,69.00,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-table-lamps-10-amazon-brand-ravenna-home-traditional-tall-metal-table-lamp-with-stacked-oval-accents-led-bulb-included-28-25-h-polished-nickel.glb,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/front/ABO-lighting/ABO-table-lamps/abo-table-lamps-10-amazon-brand-ravenna-home-traditional-tall-metal-table-lamp-with-stacked-oval-accents-led-bulb-included-28-25-h-polished-nickel.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/side/ABO-lighting/ABO-table-lamps/abo-table-lamps-10-amazon-brand-ravenna-home-traditional-tall-metal-table-lamp-with-stacked-oval-accents-led-bulb-included-28-25-h-polished-nickel.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/angle-45/ABO-lighting/ABO-table-lamps/abo-table-lamps-10-amazon-brand-ravenna-home-traditional-tall-metal-table-lamp-with-stacked-oval-accents-led-bulb-included-28-25-h-polished-nickel.png,models/abo/furniture/abo-table-lamps-10-amazon-brand-ravenna-home-traditional-tall-metal-table-lamp-with-stacked-oval-accents-led-bulb-included-28-25-h-polished-nickel.glb,62e0a3deb2adf1d5b75617d1d64809d6,s3-etag,catalog-origin,american_classic,mid_century
1.0,abo-table-lamps-100-amazon-brand-ravenna-home-mid-century-modern-white-ceramic-table-lamp-with-led-light-bulb-21-inches-light-blue-linen-shade,table,分類「檯燈」,verified,abo,non-IKEA,abo_furniture,檯燈,"Amazon Brand – Ravenna Home Mid Century Modern White Ceramic Table Lamp With LED Light Bulb - 21 Inches, Light Blue Linen Shade","Ravenna Home 中世紀現代白色陶瓷檯燈帶 LED 燈泡，21 英寸（約 53.3 釐米）高, 21208-002",27.70,27.70,53.40,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-table-lamps-100-amazon-brand-ravenna-home-mid-century-modern-white-ceramic-table-lamp-with-led-light-bulb-21-inches-light-blue-linen-shade.glb,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/front/ABO-lighting/ABO-table-lamps/abo-table-lamps-100-amazon-brand-ravenna-home-mid-century-modern-white-ceramic-table-lamp-with-led-light-bulb-21-inches-light-blue-linen-shade.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/side/ABO-lighting/ABO-table-lamps/abo-table-lamps-100-amazon-brand-ravenna-home-mid-century-modern-white-ceramic-table-lamp-with-led-light-bulb-21-inches-light-blue-linen-shade.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/angle-45/ABO-lighting/ABO-table-lamps/abo-table-lamps-100-amazon-brand-ravenna-home-mid-century-modern-white-ceramic-table-lamp-with-led-light-bulb-21-inches-light-blue-linen-shade.png,models/abo/furniture/abo-table-lamps-100-amazon-brand-ravenna-home-mid-century-modern-white-ceramic-table-lamp-with-led-light-bulb-21-inches-light-blue-linen-shade.glb,77f24b4135c89ab9ad6831369bfe9506,s3-etag,catalog-origin,mid_century,minimalist
1.0,abo-table-lamps-101-amazon-brand-stone-beam-glazed-ceramic-table-lamp-18-h-gray,table,分類「檯燈」,verified,abo,non-IKEA,abo_furniture,檯燈,"Amazon Brand – Stone & Beam Glazed Ceramic Table Lamp, 18""H, Gray","Amazon Brand - Stone & Beam 釉面陶瓷檯燈,45.72 cm 高,灰色",24.80,24.80,36.80,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-table-lamps-101-amazon-brand-stone-beam-glazed-ceramic-table-lamp-18-h-gray.glb,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/front/ABO-lighting/ABO-table-lamps/abo-table-lamps-101-amazon-brand-stone-beam-glazed-ceramic-table-lamp-18-h-gray.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/side/ABO-lighting/ABO-table-lamps/abo-table-lamps-101-amazon-brand-stone-beam-glazed-ceramic-table-lamp-18-h-gray.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/angle-45/ABO-lighting/ABO-table-lamps/abo-table-lamps-101-amazon-brand-stone-beam-glazed-ceramic-table-lamp-18-h-gray.png,models/abo/furniture/abo-table-lamps-101-amazon-brand-stone-beam-glazed-ceramic-table-lamp-18-h-gray.glb,a7748de7d383c0ef26596a440fa26e70,s3-etag,catalog-origin,minimalist,japandi
1.0,abo-table-lamps-102-amazon-brand-rivet-modern-gold-globe-table-lamp-22-h-integrated-led-light,table,分類「檯燈」,verified,abo,non-IKEA,abo_furniture,檯燈,"Amazon Brand – Rivet Modern Gold Globe Table Lamp 22"" H, Integrated LED Light",Amazon 品牌 – 鉚釘現代金色球形檯燈 55.88 釐米高，整合 LED 燈,20.70,32.40,55.90,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-table-lamps-102-amazon-brand-rivet-modern-gold-globe-table-lamp-22-h-integrated-led-light.glb,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/front/ABO-lighting/ABO-table-lamps/abo-table-lamps-102-amazon-brand-rivet-modern-gold-globe-table-lamp-22-h-integrated-led-light.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/side/ABO-lighting/ABO-table-lamps/abo-table-lamps-102-amazon-brand-rivet-modern-gold-globe-table-lamp-22-h-integrated-led-light.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/angle-45/ABO-lighting/ABO-table-lamps/abo-table-lamps-102-amazon-brand-rivet-modern-gold-globe-table-lamp-22-h-integrated-led-light.png,models/abo/furniture/abo-table-lamps-102-amazon-brand-rivet-modern-gold-globe-table-lamp-22-h-integrated-led-light.glb,0fac4a646311d53dbe4207575067fc32,s3-etag,catalog-origin,modern,minimalist
1.0,abo-table-lamps-103-amazon-brand-rivet-caden-adjustable-task-table-lamp-with-bulb-28-5-h-black-and-brass,table,分類「檯燈」,verified,abo,non-IKEA,abo_furniture,檯燈,"Amazon Brand – Rivet Caden Adjustable Task Table Lamp with Bulb, 28.5""H , Black and Brass",Amazon 品牌 – Rivet Caden 可調節工作臺燈帶燈泡，28.5 英寸（約 72.4 釐米），黑色和黃銅,18.70,56.10,58.70,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-table-lamps-103-amazon-brand-rivet-caden-adjustable-task-table-lamp-with-bulb-28-5-h-black-and-brass.glb,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/front/ABO-lighting/ABO-table-lamps/abo-table-lamps-103-amazon-brand-rivet-caden-adjustable-task-table-lamp-with-bulb-28-5-h-black-and-brass.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/side/ABO-lighting/ABO-table-lamps/abo-table-lamps-103-amazon-brand-rivet-caden-adjustable-task-table-lamp-with-bulb-28-5-h-black-and-brass.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/angle-45/ABO-lighting/ABO-table-lamps/abo-table-lamps-103-amazon-brand-rivet-caden-adjustable-task-table-lamp-with-bulb-28-5-h-black-and-brass.png,models/abo/furniture/abo-table-lamps-103-amazon-brand-rivet-caden-adjustable-task-table-lamp-with-bulb-28-5-h-black-and-brass.glb,a0f0bf0acdca941463d231c2a0f612bf,s3-etag,catalog-origin,industrial,mid_century
1.0,abo-table-lamps-104-amazon-brand-ravenna-home-table-lamp-with-a-round-base-bulb-included-23-h-espresso-dark-brown,table,分類「檯燈」,verified,abo,non-IKEA,abo_furniture,檯燈,"Amazon Brand – Ravenna Home Table Lamp with a Round Base, Bulb Included, 23""H, Espresso Dark Brown","Ravenna Home 仿木檯燈，含燈泡, 21958-001",28.00,28.00,39.40,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-table-lamps-104-amazon-brand-ravenna-home-table-lamp-with-a-round-base-bulb-included-23-h-espresso-dark-brown.glb,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/front/ABO-lighting/ABO-table-lamps/abo-table-lamps-104-amazon-brand-ravenna-home-table-lamp-with-a-round-base-bulb-included-23-h-espresso-dark-brown.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/side/ABO-lighting/ABO-table-lamps/abo-table-lamps-104-amazon-brand-ravenna-home-table-lamp-with-a-round-base-bulb-included-23-h-espresso-dark-brown.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/angle-45/ABO-lighting/ABO-table-lamps/abo-table-lamps-104-amazon-brand-ravenna-home-table-lamp-with-a-round-base-bulb-included-23-h-espresso-dark-brown.png,models/abo/furniture/abo-table-lamps-104-amazon-brand-ravenna-home-table-lamp-with-a-round-base-bulb-included-23-h-espresso-dark-brown.glb,77e239464d56cc3dfe099c0819283d0b,s3-etag,catalog-origin,american_classic,mid_century
1.0,abo-table-lamps-105-amazon-brand-rivet-modern-shagreen-and-marble-table-lamp-led-bulb-included-25-h-charcoal-grey,table,分類「檯燈」,verified,abo,non-IKEA,abo_furniture,檯燈,"Amazon Brand – Rivet Modern Shagreen and Marble Table Lamp, LED Bulb Included, 25""H, Charcoal Grey","床 - Amazon Brand – Rivet Modern Shagreen and Marble Table Lamp, LED Bulb Included, 25""H, Charcoal Grey",30.50,30.50,63.40,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-table-lamps-105-amazon-brand-rivet-modern-shagreen-and-marble-table-lamp-led-bulb-included-25-h-charcoal-grey.glb,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/front/ABO-lighting/ABO-table-lamps/abo-table-lamps-105-amazon-brand-rivet-modern-shagreen-and-marble-table-lamp-led-bulb-included-25-h-charcoal-grey.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/side/ABO-lighting/ABO-table-lamps/abo-table-lamps-105-amazon-brand-rivet-modern-shagreen-and-marble-table-lamp-led-bulb-included-25-h-charcoal-grey.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/angle-45/ABO-lighting/ABO-table-lamps/abo-table-lamps-105-amazon-brand-rivet-modern-shagreen-and-marble-table-lamp-led-bulb-included-25-h-charcoal-grey.png,models/abo/furniture/abo-table-lamps-105-amazon-brand-rivet-modern-shagreen-and-marble-table-lamp-led-bulb-included-25-h-charcoal-grey.glb,822ab40051d634c173e6264f36c0ccc6,s3-etag,catalog-origin,modern,contemporary
1.0,abo-table-lamps-106-stone-beam-vintage-farmhouse-living-room-table-lamp-with-light-bulb-14-x-14-x-28-75-inches-distressed-white,table,分類「檯燈」,verified,abo,non-IKEA,abo_furniture,檯燈,"Stone & Beam Vintage Farmhouse Living Room Table Lamp with Light Bulb - 14 x 14 x 28.75 Inches, Distressed White","書桌與電腦桌 - Stone & Beam Vintage Farmhouse Living Room Table Lamp with Light Bulb - 14 x 14 x 28.75 Inches, Distressed White",34.00,34.00,67.80,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-table-lamps-106-stone-beam-vintage-farmhouse-living-room-table-lamp-with-light-bulb-14-x-14-x-28-75-inches-distressed-white.glb,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/front/ABO-lighting/ABO-table-lamps/abo-table-lamps-106-stone-beam-vintage-farmhouse-living-room-table-lamp-with-light-bulb-14-x-14-x-28-75-inches-distressed-white.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/side/ABO-lighting/ABO-table-lamps/abo-table-lamps-106-stone-beam-vintage-farmhouse-living-room-table-lamp-with-light-bulb-14-x-14-x-28-75-inches-distressed-white.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/angle-45/ABO-lighting/ABO-table-lamps/abo-table-lamps-106-stone-beam-vintage-farmhouse-living-room-table-lamp-with-light-bulb-14-x-14-x-28-75-inches-distressed-white.png,models/abo/furniture/abo-table-lamps-106-stone-beam-vintage-farmhouse-living-room-table-lamp-with-light-bulb-14-x-14-x-28-75-inches-distressed-white.glb,512444c3db1dc67fb6c075253a017810,s3-etag,catalog-origin,french_country,rustic
1.0,abo-table-lamps-107-rivet-pike-factory-industrial-table-lamp-with-light-bulb-6-x-13-x-19-inches-brushed-steel,table,分類「檯燈」,verified,abo,non-IKEA,abo_furniture,檯燈,"Rivet Pike Factory Industrial Table Lamp With Light Bulb - 6 x 13 x 19 Inches, Brushed Steel","書桌與電腦桌 - Rivet Pike Factory Industrial Table Lamp With Light Bulb - 6 x 13 x 19 Inches, Brushed Steel",28.60,15.30,45.60,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-table-lamps-107-rivet-pike-factory-industrial-table-lamp-with-light-bulb-6-x-13-x-19-inches-brushed-steel.glb,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/front/ABO-lighting/ABO-table-lamps/abo-table-lamps-107-rivet-pike-factory-industrial-table-lamp-with-light-bulb-6-x-13-x-19-inches-brushed-steel.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/side/ABO-lighting/ABO-table-lamps/abo-table-lamps-107-rivet-pike-factory-industrial-table-lamp-with-light-bulb-6-x-13-x-19-inches-brushed-steel.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/angle-45/ABO-lighting/ABO-table-lamps/abo-table-lamps-107-rivet-pike-factory-industrial-table-lamp-with-light-bulb-6-x-13-x-19-inches-brushed-steel.png,models/abo/furniture/abo-table-lamps-107-rivet-pike-factory-industrial-table-lamp-with-light-bulb-6-x-13-x-19-inches-brushed-steel.glb,b75bf043220e4260f7e31aed153c9540,s3-etag,catalog-origin,industrial,modern
1.0,abo-table-lamps-108-amazon-brand-rivet-pike-factory-industrial-table-lamp-with-light-bulb-6-x-13-x-19-inches-antique-brass-with-black-shade,table,分類「檯燈」,verified,abo,non-IKEA,abo_furniture,檯燈,"Amazon Brand – Rivet Pike Factory Industrial Table Lamp With Light Bulb - 6 x 13 x 19 Inches, Antique Brass with Black Shade","書桌與電腦桌 - Amazon Brand – Rivet Pike Factory Industrial Table Lamp With Light Bulb - 6 x 13 x 19 Inches, Antique Brass with Black Shade",16.00,29.10,45.60,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-table-lamps-108-amazon-brand-rivet-pike-factory-industrial-table-lamp-with-light-bulb-6-x-13-x-19-inches-antique-brass-with-black-shade.glb,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/front/ABO-lighting/ABO-table-lamps/abo-table-lamps-108-amazon-brand-rivet-pike-factory-industrial-table-lamp-with-light-bulb-6-x-13-x-19-inches-antique-brass-with-black-shade.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/side/ABO-lighting/ABO-table-lamps/abo-table-lamps-108-amazon-brand-rivet-pike-factory-industrial-table-lamp-with-light-bulb-6-x-13-x-19-inches-antique-brass-with-black-shade.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/angle-45/ABO-lighting/ABO-table-lamps/abo-table-lamps-108-amazon-brand-rivet-pike-factory-industrial-table-lamp-with-light-bulb-6-x-13-x-19-inches-antique-brass-with-black-shade.png,models/abo/furniture/abo-table-lamps-108-amazon-brand-rivet-pike-factory-industrial-table-lamp-with-light-bulb-6-x-13-x-19-inches-antique-brass-with-black-shade.glb,c13592da89d8cf88370999023ec28500,s3-etag,catalog-origin,industrial,mid_century
1.0,abo-table-lamps-109-amazon-brand-ravenna-home-table-lamp-with-round-ceramic-base-and-led-light-bulb-16-5-h-cannoli-cream,table,分類「檯燈」,verified,abo,non-IKEA,abo_furniture,檯燈,"Amazon Brand – Ravenna Home Table Lamp with Round Ceramic Base and LED Light Bulb, 16.5""H, Cannoli Cream",Amazon Brand – Ravenna Home 檯燈帶圓形陶瓷底座和 LED 燈泡，16.5 英寸（約 41.9 釐米）高，Cannoli 奶油色,24.00,24.00,40.00,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-table-lamps-109-amazon-brand-ravenna-home-table-lamp-with-round-ceramic-base-and-led-light-bulb-16-5-h-cannoli-cream.glb,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/front/ABO-lighting/ABO-table-lamps/abo-table-lamps-109-amazon-brand-ravenna-home-table-lamp-with-round-ceramic-base-and-led-light-bulb-16-5-h-cannoli-cream.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/side/ABO-lighting/ABO-table-lamps/abo-table-lamps-109-amazon-brand-ravenna-home-table-lamp-with-round-ceramic-base-and-led-light-bulb-16-5-h-cannoli-cream.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/angle-45/ABO-lighting/ABO-table-lamps/abo-table-lamps-109-amazon-brand-ravenna-home-table-lamp-with-round-ceramic-base-and-led-light-bulb-16-5-h-cannoli-cream.png,models/abo/furniture/abo-table-lamps-109-amazon-brand-ravenna-home-table-lamp-with-round-ceramic-base-and-led-light-bulb-16-5-h-cannoli-cream.glb,1ce371bf5664f300005f799721e7cdcc,s3-etag,catalog-origin,minimalist,japandi
